Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,DT50,logDT50,logfoc,StudyT,Dispersant,logTdose,logDose,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_t-butyl_C4,chain:alkaneBranch_neopentyl_C5,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_pentyl_C5,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclohexene,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1,chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[6_6]_naphthalene,ring:fused_[6_6]_tetralin,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,Inoculum description,Inoculum assignment,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_biohcw,SMILES2
716,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,65.58,1.816771412,1.041392685,20,No,3.80009818,1.97510999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,94.43,17.89716867,Multiphasic kinetic model,0.81047158,,,,Deary 2016,Pb Med 250mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
717,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,43.17,1.635182049,1.041392685,20,No,3.80009818,1.97510999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,94.43,16.0425398,Multiphasic kinetic model,0.830111831,,,,Deary 2016,Pb high500mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
718,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,8.47,0.92788341,1.041392685,20,No,3.80009818,1.97510999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,94.43,9.538540298,Multiphasic kinetic model,0.898988242,,,,Deary 2016,,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,M,M,H,2.2,2.2,0,2.2,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
719,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,35.0,1.544068044,0.041392685,25,No,2.950851459,2.950851459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sandy Loam McLaurin soil,Agricultural soil,Soil,"Paleudult; Mississippi, USA",,,Air-dried and sieved to pass a 2-mm screen.,Closed microcosm in 500mL glass flask sealed with polyethylene film. Incubated in dark,0.25,1.1,,15,,No,,Yes,Aerated continously 200mL/min,105,Abiotic control,2% HgCl2,Single constituent,Single constituent,Solid,Solvent dissolved (methyl chloride) and mixed with soil and allowed to evaporate for 24 hours,893,893,0,First order rate constant,0.81,,0.0198,35,Parks 1990,,Final hydrocarbon concentration are estimates based on degradation rate and incubation time,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
720,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,16.0,1.204119983,-0.301029996,25,No,2.950851459,2.950851459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sandy Loam Kidman soil,Agricultural soil,Soil,"Calciaquoll; Utah, USA",,,Air-dried and sieved to pass a 2-mm screen.,Closed microcosm in 500mL glass flask sealed with polyethylene film. Incubated in dark,0.25,0.5,,15,,No,,Yes,Aerated continously 200mL/min,196,Abiotic control,2% HgCl2,Single constituent,Single constituent,Solid,Solvent dissolved (methyl chloride) and mixed with soil and allowed to evaporate for 24 hours,893,893,0,First order rate constant,0.95,,0.0433125,16,Parks 1990,,Final hydrocarbon concentration are estimates based on degradation rate and incubation time,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
721,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,25.85820896,1.412598441,0.255272505,22,No,3,2.706598962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Acolman, Mexico","19°37'35.4""N 98°52'15.7""W",mean annual temperature of 14.9 oC,"The soil from each field was passed separately through a 5 mm sieve, adjusted to 40% of water holding capacity (WHC) by adding distilled water (H2O) and conditioned at 22 oC for 7 days",Closed microcosm. 120mL glass flasks in 945mL sealed glass jars with 10mL water and 20mL 1M NaOH. Incubated in dark,0.0125,1.8,,40% WHC,,No,,No,Likely adequate aeration due to large headspace and weekly air replenishment,100,Abiotic control,Extended autoclave,Synthetic mixture,,Solid,"Solvent dissolved, added to seed soil and evaporated. Seed soil mixed with remaining soil",1000,508.8607595,17.72151899,First order rate constant,0.83,,0.0268,25.85820896,Alverez-Bernal 2006,,Assume density of soil is 2g/cm3,H,N ,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,3.0,2.7,0,2.8,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
722,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,21.72413793,1.336942552,,22,No,3,2.706598962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Acolman, Mexico","19°37'35.4""N 98°52'15.7""W",mean annual temperature of 14.9 oC,"The soil from each field was passed separately through a 5 mm sieve, adjusted to 40% of water holding capacity (WHC) by adding distilled water (H2O) and conditioned at 22 oC for 7 days",Closed microcosm. 120mL glass flasks in 945mL sealed glass jars with 10mL water and 20mL 1M NaOH. Incubated in dark,0.0125,,,40% WHC,,No,,No,Likely adequate aeration due to large headspace and weekly air replenishment,100,Abiotic control,Extended autoclave,Synthetic mixture,,Solid,"Solvent dissolved, added to seed soil and evaporated. Seed soil mixed with remaining soil",1000,508.8607595,17.72151899,First order rate constant,0.9392,,0.0319,21.72413793,Alverez-Bernal 2006,Ammended with farm yard manure,Assume density of soil is 2g/cm3,H,N ,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,3.0,2.7,0,2.8,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
723,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,13.30134357,1.123895511,0.255272505,22,No,3,2.670552103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Acolman, Mexico","19°37'35.4""N 98°52'15.7""W",mean annual temperature of 14.9 oC,"The soil from each field was passed separately through a 5 mm sieve, adjusted to 40% of water holding capacity (WHC) by adding distilled water (H2O) and conditioned at 22 oC for 7 days",Closed microcosm. 120mL glass flasks in 945mL sealed glass jars with 10mL water and 20mL 1M NaOH. Incubated in dark,0.0125,1.8,,40% WHC,,No,,No,Likely adequate aeration due to large headspace and weekly air replenishment,57,Abiotic control,Extended autoclave,Synthetic mixture,,Solid,"Solvent dissolved, added to seed soil and evaporated. Seed soil mixed with remaining soil",1000,468.3301344,23.03262956,First order rate constant,0.9954,,0.0521,13.30134357,Alverez-Bernal 2006,,Assume density of soil is 2g/cm3,H,N ,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,3.0,2.7,0,2.8,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
724,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,14.08536585,1.148768132,,22,No,3,2.648650262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Acolman, Mexico","19°37'35.4""N 98°52'15.7""W",mean annual temperature of 14.9 oC,"The soil from each field was passed separately through a 5 mm sieve, adjusted to 40% of water holding capacity (WHC) by adding distilled water (H2O) and conditioned at 22 oC for 7 days",Closed microcosm. 120mL glass flasks in 945mL sealed glass jars with 10mL water and 20mL 1M NaOH. Incubated in dark,0.0125,,,40% WHC,,No,,No,Likely adequate aeration due to large headspace and weekly air replenishment,57,Abiotic control,Extended autoclave,Synthetic mixture,,Solid,"Solvent dissolved, added to seed soil and evaporated. Seed soil mixed with remaining soil",1000,445.2975048,23.03262956,First order rate constant,0.9812,,0.0492,14.08536585,Alverez-Bernal 2006,Ammended with vermicompost,Assume density of soil is 2g/cm3,H,N ,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,3.0,2.7,0,2.8,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
725,Phytane,i-P,20,638-36-8,CCC(C)CCCC(C)CCCC(C)CCCC(C)C,17.81595528,1.250809114,0.826074803,28,No,5,3.025305865,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woodland soil,Woodland soil,Soil,"La Plata City, Argentina","34°53'00.8""S 57°56'20.6""W",,"Air-dried (approx. 1 week), powdered and sieved through a 2-mm-mesh sieve",Closed (partially) microcosm in 4L glass flasks covered with sterilized paper and aluminum foil,1,6.7,,,,Yes,"Homogenised on d 15, 30, 60 and 90.",Yes,Vessel partially opened,60,No abiotic control but vessels partially covered,,Crude oil,Obtained from La Plata YPF refinery,Liquid,Mixed directly,100000,1060,400,First order rate constant,0.923296555,,0.038897718,17.81595528,Colombo 1996,<C16 not included in database due to expected abiotic losses through volatilisation,,L,N ,L,L,L,H,N ,L,H,N/A,N/A,L,M,M,H,1.4,2.0,0,1.7,54.5,1.7364,CCC(C)CCCC(C)CCCC(C)CCCC(C)C
726,Prisatne,i-P,19,1921-70-6,CC(C)CCCC(C)CCCC(C)CCCC(C)C,22.27607462,1.347838664,0.826074803,28,No,5,2.949390007,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woodland soil,Woodland soil,Soil,"La Plata City, Argentina","34°53'00.8""S 57°56'20.6""W",,"Air-dried (approx. 1 week), powdered and sieved through a 2-mm-mesh sieve",Closed (partially) microcosm in 4L glass flasks covered with sterilized paper and aluminum foil,1,6.7,,,,Yes,"Homogenised on d 15, 30, 60 and 90.",Yes,Vessel partially opened,60,No abiotic control but vessels partially covered,,Crude oil,Obtained from La Plata YPF refinery,Liquid,Mixed directly,100000,890,420,First order rate constant,0.994859998,,0.03110961,22.27607462,Colombo 1996,<C16 not included in database due to expected abiotic losses through volatilisation,,L,N ,L,L,L,H,N ,L,H,N/A,N/A,L,M,M,H,1.4,2.0,0,1.7,46.78,1.67,CC(C)CCCC(C)CCCC(C)CCCC(C)C
727,p-Xylene,MAr,8,106-42-3,Cc1ccc(C)cc1,11.0,1.041392685,,30,No,0.556302501,-0.443697499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Surface soil,Urban soil,Soil,"Tsukuba-city, Japan","36°03'41.7""N 140°08'02.6""E",,,Closed microcosm in 110mL glass vial sealed with teflon coated caps,0.0064,,,34,,Yes,Repeated shaking throughout the test,No,Adequate oxygen in microcosm headspace,116,None described,Vessel completely sealed and samples taken using syringe from headspace so unlikely to significant abiotic losses,Synthetic mixture,Synthetic gasoline,Liquid,Mixed directly with soil for 5 mins by shaking,3.6,0.36,0,First order rate constant,0.9488,,0.063,11,Nishiwaki 2017,,,L,N ,L,L,H,H,N ,M,H,N/A,N/A,H,H,H,H,1.8,2.8,0,2.3,4.441,0.6475,Cc1ccc(C)cc1
728,p-Xylene,MAr,8,106-42-3,Cc1ccc(C)cc1,7.6,0.883125948,,30,No,0.556302501,-0.443697499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Subsurface soil (10-15cm depth),Urban soil,Soil,"Tsukuba-city, Japan","36°03'41.7""N 140°08'02.6""E",,,Closed microcosm in 110mL glass vial sealed with teflon coated caps,0.0064,,,33,,Yes,Repeated shaking throughout the test,No,Adequate oxygen in microcosm headspace,138,None described,Vessel completely sealed and samples taken using syringe from headspace so unlikely to significant abiotic losses,Synthetic mixture,Synthetic gasoline,Liquid,Mixed directly with soil for 5 mins by shaking,3.6,0.36,0,First order rate constant,0.9763,,0.0907,7.640573319,Nishiwaki 2017,,,L,N ,L,L,H,H,N ,M,H,N/A,N/A,H,H,H,H,1.8,2.8,0,2.3,4.441,0.6475,Cc1ccc(C)cc1
729,p-Xylene,MAr,8,106-42-3,Cc1ccc(C)cc1,4.805157593,0.681707636,1,20,No,2.271841607,1.653212514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commercial potting soil,Garden soil,Soil,"Anglamark, Sweden",,,,Closed microcosm in 250mL shake flask. Sealed in aluminium and plastic foil,0.017,10,,35,,No,,No,Suffient oxygen in headspace for complete degradatation,30,Abiotic control,"Autoclave 150oC, 4h",Crude oil + synthetic mixture,Synthetic mixture,Liquid,Solvent dissolved (methanol) added to soil and shaken for several minutes before eing sealed,187,45,0.0675,Lag + First order rate constant,0.9893,3,0.3839,1.805157593,Erikkson 1999,Assumed %OC,,L,N ,H,L,H,H,N ,L,H,N/A,N/A,H,M,M,H,2.2,2.3,0,2.3,4.441,0.6475,Cc1ccc(C)cc1
730,p-Xylene,MAr,8,106-42-3,Cc1ccc(C)cc1,7.307337333,0.863759156,0.531478917,28,No,0.414973348,-0.187086643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nixon sand loam,Garden soil,Soil,"New Brunswick, NJ, USA","40°28'50.4""N 74°26'20.5""W",,"The soil was sieved through a mesh with 2-mm-diameter holes, and its natural pH of 5.5 to 6.0 was raised to 7.0 by adding CaCO3 ",Closed microcosm in 1L glass shake flask and with various sample ports. Sealed with teflon lined caps,0.04,3.4,,60% WHC,,No,,Yes,Large headspace and further oxygen reservior available,25,Abiotic control,Autoclave + 0.5% HgCl2,Synthetic mixture,BTEX,Liquid,Injected into semi dry soil and then water added,2.6,0.65,0,Lag + First order rate constant,0.9162,5,19.503,2.307337333,Tsao 1998,,,H,N ,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,3.0,2.7,0,2.8,4.441,0.6475,Cc1ccc(C)cc1
731,p-Xylene,MAr,8,106-42-3,Cc1ccc(C)cc1,8.142875102,0.910777774,0.531478917,28,No,0.414973348,0.414973348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nixon sand loam,Garden soil,Soil,"New Brunswick, NJ, USA","40°28'50.4""N 74°26'20.5""W",,"The soil was sieved through a mesh with 2-mm-diameter holes, and its natural pH of 5.5 to 6.0 was raised to 7.0 by adding CaCO3 ",Closed microcosm in 1L glass shake flask and with various sample ports. Sealed with teflon lined caps,0.04,3.4,,60% WHC,,No,,Yes,Large headspace and further oxygen reservior available,25,Abiotic control,Autoclave + 0.5% HgCl2,Single constituent,,Liquid,Injected into semi dry soil and then water added,2.6,2.6,0,Lag + First order rate constant,0.8547,5,15.909,3.142875102,Tsao 1998,,,H,N ,H,H,H,H,N ,H,H,N/A,N/A,H,M,H,H,3.0,2.8,0,2.9,4.441,0.6475,Cc1ccc(C)cc1
732,Pyrene,PAH,16,129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,165,2.217483944,,21,No,4.934498451,3.092720645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Sandy silty Derby soil,Rural soil,Soil,"Rolling red prairies, USA",,,,Soil column (7.5cm diameter and various lengths). Water perculated through column and air sparged through bottom of column,,,,25,,No,,Yes,Air sparged through bottom of column,102,None described,,Wood preservng sludge,,Slurry,Mixed directly in to top 20cm of column soil,86000,1238,807,First order rate constant,,,0.0042,165,Kincannon 1985,Low abiotic losses predicted,Rate is k1. Second phase k2 not included in derivation of HL,L,N ,H,L,H,H,Y,M,H,N/A,N/A,H,M,M,H,2.2,2.5,1,2.4,283.4,2.4524,c1cc2ccc3cccc4ccc(c1)c2c34
733,Pyrene,PAH,16,129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,178.2,2.2509077,,21,No,5.235528447,3.534026106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Sandy silty Derby soil,Rural soil,Soil,"Rolling red prairies, USA",,,,Soil column (7.5cm diameter and various lengths). Water perculated through column and air sparged through bottom of column,,,,25,,No,,Yes,Air sparged through bottom of column,287,None described,,Wood preservng sludge,,Slurry,Mixed directly in to top 20cm of column soil,172000,3420,200,First order rate constant,,,0.003888889,178.2,Kincannon 1985,Low abiotic losses predicted,Rate is k1. Second phase k2 not included in derivation of HL,L,N ,H,L,H,H,Y,M,H,N/A,N/A,H,M,M,H,2.2,2.5,1,2.4,283.4,2.4524,c1cc2ccc3cccc4ccc(c1)c2c34
734,Pyrene,PAH,16,129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,30.54208903,1.484898739,,30,No,2.77815125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Tokoyo University Farm, Japan",,,,Closed microcosm in a sealed plastic cylinder 0.25L,,,,,,No,,Yes,Likely adequate oxygen due to opening of microcosm lid and general permeability of microcsm,20,Abiotic control,Kuwaiti soil showing no capacity for biodegradation used as control,Synthetic mixture,,Solid,Powered PAH mixed directly with  mill,600,100,27,First order rate constant,0.95,,0.02269,30.54208903,Horinuichi 2000,,,L,N ,L,L,H,M,N ,L,H,N/A,N/A,L,M,M,H,1.6,2.0,0,1.8,283.4,2.4524,c1cc2ccc3cccc4ccc(c1)c2c34
735,Pyrene,PAH,16,129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,26.77743431,1.427768963,,30,No,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Tokoyo University Farm, Japan",,,,Closed microcosm in a sealed plastic cylinder 0.25L,,,,,,No,,Yes,Likely adequate oxygen due to opening of microcosm lid and general permeability of microcsm,20,Abiotic control,Kuwaiti soil showing no capacity for biodegradation used as control,Single constituent,,Solid,Powered PAH mixed directly with  mill,100,100,16,First order rate constant,0.95,,0.02588,26.77743431,Horinuichi 2000,,,L,N ,L,L,H,M,N ,L,H,N/A,N/A,L,M,H,H,1.6,2.2,0,1.9,283.4,2.4524,c1cc2ccc3cccc4ccc(c1)c2c34
736,Pyrene,PAH,16,129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,1900,3.278753601,-0.301029996,20,No,3.602059991,2.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Kaysville, Utah, USA","41°06'40.5""N 111°54'09.0""W",,Air dried and screened with 2mm sieve. Acclimated at study temperature for 10 days prior to experiment,Closed microcosm in 250mL beaker covered with polyethylene film (high oxygen permeability),0.015,0.5,,16 (80% WHC),,No,,Yes,Oxygen permeable lid,240,No abiotic control but vessels sealed,,Synthetic mixture,,Solid,"Solvent dissolved, added to soil and evaporated ",4000,400,356,Zero or first order constant,,,0.000364737,1900,Coover 1987,,,H,N ,H,H,L,H,N ,M,H,N/A,N/A,L,M,M,H,2.6,2.2,0,2.4,283.4,2.4524,c1cc2ccc3cccc4ccc(c1)c2c34
737,Pyrene,PAH,16,129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,111.5942029,2.047641634,,20,No,4,1.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Nixon Sandy Loam,Agricultural soil,Soil,"Unknown, USA",,,,Close microcosm in 100mL glass beakers covered with polyethylene film. Incubated in dark,0.03,,,50% WHC,,No,,Yes,Lid opened every 2 -3 days,480,Abiotic control,2% HgCl2,Synthetic mixture,,Solid,Ground PAH added to acid washed sand before mixing with test soil,10000,25,1,,0.94055,,0.00621,111.5942029,Bossert 1986,Contained 1% phenyldecane as 'growth substrate' Soil ammended with nutrients,,H,N ,L,L,H,M,N ,H,H,N/A,N/A,H,M,M,H,2.0,2.7,0,2.3,283.4,2.4524,c1cc2ccc3cccc4ccc(c1)c2c34
738,Pyrene,PAH,16,129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,231,2.36361198,-0.346787486,20,No,3,2.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Scrubland soil near industrial area,Urban soil,Soil,"Sabadell, Spain","41.5463° N, 2.1086° E",,Passed through a 2 mm stainless steel sieve to remove large debris. Stored at 30oC for 7 days,Closed microcomsm in 200mL sealed glass flask. Incubated in dark,0.1,0.5,,60% WHC,,No,,Yes,Lid opened daily,60,Abiotic control,Sodium Azide,Synthetic mixture,,Solid,"Solvent dissolved, added to dry seed soil and evaporated. Seed soil mixed with remaining soil",1000,200,199,First order rate constant,0.126,,0.003,231,Baltrons 2018,"x500 background levels of Cr, Mn, Co, No, Cu, Zn and Pb added",,L,N ,H,H,H,H,N ,H,H,n/a,N/A,H,L,M,H,2.6,2.5,0,2.6,283.4,2.4524,c1cc2ccc3cccc4ccc(c1)c2c34
